file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
/kaggle/input/interspeech-2025/train/train_nilphamari_0048.wav,0 days,0 days 00:00:22.588000,40.025887,0.17633428,33.809483,39.72768,46.759354,12.949871,328.45352,533.30963,168.09904,255.54869,0.59599084,0.86275464,0.21075243,0.43928495,0.8971889,0.6864365,8.903911,5.868734,7.279828,5.4992976,0.28713664,1.289596,23.984667,0.44296196,-7.647799,-2.1384113,1.6215278,10.113453,-18.27133,-1.0260898,0.039963193,1.7773287,1.326839,0.6100038,6.5875525,0.6156397,5.7449718,1.9789069,21.621346,0.5281113,794.5775,0.29977626,1333.3431,0.20833209,-86.52426,-1.0893193,1796.5038,0.13432316,1097.254,0.28093952,-79.55264,-1.0789641,2843.4956,0.093552575,943.26184,0.3267369,-83.53911,-0.99129,-10.20919,-0.80086267,21.71637,0.41670817,0.056829475,0.4337914,-0.019168187,-0.8981594,0.38115042,1.1115779,25.354355,0.41179514,-13.080275,-1.2965788,-2.8721108,-5.872716,-24.84323,-0.7381966,-10.104962,17.312933,0.029887414,-0.00896535,0.1265486,3.145769,3.9076378,0.15284091,0.22311303,0.090375,0.11046993,-22.381899
/kaggle/input/interspeech-2025/train/train_nilphamari_0017.wav,0 days,0 days 00:00:19.708000,40.422253,0.14658532,36.137882,39.382263,45.40542,9.267536,309.5587,642.90466,113.837654,226.9125,0.5660849,1.1890353,0.13064352,0.28916565,0.8387849,0.7081413,11.846685,10.26184,10.677745,9.173579,0.27408963,1.7654712,18.990568,0.5523512,-9.869716,-1.6018726,-8.037245,-1.7833748,-22.58862,-0.9441014,0.028159667,1.5531502,1.1580495,0.8486053,8.33388,0.5049492,5.7474384,1.9888655,23.238836,0.41763452,801.97784,0.2799797,1309.3921,0.18034439,-87.49264,-1.1360086,1779.9822,0.12875283,1081.8794,0.2568502,-83.328705,-1.0835842,2864.9292,0.08171826,832.67615,0.40689564,-87.17442,-0.9988481,-8.593111,-0.9729489,21.322588,0.40138552,0.076203234,0.29550564,-0.010583201,-1.6666675,0.40447184,1.4182668,21.04938,0.49786377,-15.09486,-1.1353061,-13.255604,-1.1179235,-31.637634,-0.6743105,-6.4441223,14.891395,0.0508189,0.004212741,0.07057295,2.0822754,2.240326,0.26386362,0.23193078,0.18631577,0.24588637,-20.660835
/kaggle/input/interspeech-2025/train/train_nilphamari_0071.wav,0 days,0 days 00:00:21.916000,38.067616,0.18771623,31.419134,37.755646,44.18434,12.765207,312.03555,451.39905,158.3397,217.53741,0.38286132,0.8723616,0.14546312,0.23191074,0.6213224,0.47585928,6.751483,5.708387,4.935194,3.5946727,0.12291061,1.3055421,18.391312,0.55650747,-2.695492,-4.808919,-4.7569532,-3.1593544,-14.772426,-1.256889,0.04049134,1.8953716,1.2349609,0.6222814,5.935685,0.6391727,7.0743876,1.582302,19.165638,0.5580912,775.8399,0.29952165,1313.3298,0.1876653,-76.50137,-1.1900096,1782.992,0.15182926,1107.0386,0.32184035,-73.16369,-1.1496267,2804.771,0.096722156,955.937,0.38978943,-77.203926,-1.0512209,-8.883488,-0.79195386,19.822033,0.3736749,0.0657676,0.42153272,-0.0055720783,-3.0594656,0.1501203,1.0792106,20.78729,0.42248476,-5.3383055,-2.479722,-5.4450088,-3.0642383,-19.068533,-1.0436592,-6.162864,15.040458,0.04152339,0.004156217,0.06677026,2.237443,2.6556776,0.2451724,0.22404772,0.12470588,0.13617107,-29.978722
/kaggle/input/interspeech-2025/train/train_nilphamari_0042.wav,0 days,0 days 00:00:18.304000,39.659286,0.22802974,30.275368,43.44904,48.878124,18.602757,122.50272,99.52539,58.40436,69.37786,0.44443095,1.2680504,0.10177086,0.2108301,0.6121726,0.5104017,11.17302,8.240049,12.413392,11.082417,0.18342134,1.8430744,19.289639,0.6486602,0.5037731,32.54707,-1.5240215,-10.231598,-13.740657,-1.6528877,0.02488764,1.9210095,1.0165391,0.82252705,8.853621,0.53780943,9.680494,1.4320132,27.066147,0.5108019,773.9126,0.26829675,1316.1178,0.20413217,-89.26624,-1.0721296,1795.9897,0.120133415,1070.4147,0.27954435,-90.731705,-0.96645737,2888.552,0.08470256,931.57837,0.3546546,-94.84255,-0.8890306,-13.173558,-0.8075364,25.2397,0.40681708,0.07760717,0.41564873,-0.010526596,-1.4669852,0.27679077,1.4714217,21.573246,0.65227,-3.188656,-6.0454497,-6.7754498,-2.4802237,-24.491714,-0.90777194,-9.329438,19.194618,0.024669023,0.007990145,0.046129264,1.3668672,2.028509,0.2854054,0.35079518,0.22129032,0.30493513,-23.505007
/kaggle/input/interspeech-2025/train/train_nilphamari_0005.wav,0 days,0 days 00:00:20.320000,41.075436,0.25029364,29.368055,41.527546,47.67443,18.306376,87.11468,71.17053,34.04263,33.27999,0.45448595,1.8170649,0.08382609,0.18592946,0.43308663,0.34926054,5.4857326,4.3374367,3.8722787,2.9805553,0.2099449,2.7025437,5.3520064,3.1899266,-3.0247009,-5.3709345,9.758881,1.3822145,-7.627748,-2.5945299,0.023897916,1.5398636,1.1003606,0.69708735,7.0218797,0.52259,10.989307,0.9976899,15.797268,0.7152038,739.4547,0.38958898,1302.8323,0.23719563,-117.850395,-0.7937366,1778.1708,0.15637524,1086.205,0.3456368,-101.96809,-0.9081709,2751.0132,0.08929264,961.94104,0.3559921,-101.947395,-0.89917755,-4.016812,-4.2154884,15.96183,0.56554174,0.05882106,0.57522416,-0.00056436245,-40.253723,0.36073425,1.9980867,8.577528,2.5099714,-5.5797863,-3.5280578,9.959738,1.5997803,-17.124393,-1.2365652,-0.70569015,8.869101,0.019118417,0.018843582,0.0434815,1.1324471,1.7769003,0.28694445,0.34443045,0.25527778,0.4031231,-20.760426
/kaggle/input/interspeech-2025/train/train_nilphamari_0027.wav,0 days,0 days 00:00:17.760000,38.388813,0.19346899,32.69398,37.16065,44.57492,11.8809395,195.88345,235.28436,110.099304,169.38358,0.2757725,1.9707624,0.109773286,0.15129863,0.25836274,0.14858946,7.4278955,11.40197,-1.12659,6.5508194,0.09913705,3.7115552,18.851488,0.4644072,-2.6018813,-5.280928,2.6700478,4.4350095,-2.7382495,-5.242455,0.029887125,1.6749852,1.2137368,0.49712467,5.5337014,0.59494364,6.0632806,1.939261,18.28874,0.5387001,758.3258,0.3258446,1283.5288,0.2240968,-119.13371,-0.77890146,1742.299,0.14033398,1064.9603,0.27678517,-105.15371,-0.87916964,2784.5598,0.09214896,928.66376,0.34502634,-108.514534,-0.819765,-5.49807,-1.5934657,18.22901,0.43027517,0.047525134,0.6100699,0.0012320828,11.298879,0.14223324,3.117824,20.10892,0.51698756,-7.6865363,-1.975333,-0.5628417,-24.31512,-9.612889,-1.5494148,-8.773468,19.370386,0.01961665,0.013603878,0.032014128,0.28169015,2.4335032,0.19581395,0.24551068,0.21947367,0.5284384,-25.853008
/kaggle/input/interspeech-2025/train/train_nilphamari_0013.wav,0 days,0 days 00:00:22.172000,41.958492,0.15584193,36.34107,41.36973,48.269333,11.928265,142.30118,134.17438,126.37834,139.9394,0.7748469,0.9770459,0.21106856,0.49197415,1.1968838,0.9858152,15.284598,9.03904,14.260227,10.451095,0.4249766,1.4552531,16.93514,0.65817094,-11.431222,-1.607945,-7.2993083,-2.4724088,-26.111967,-0.7634643,0.029981948,1.7576516,1.0709648,0.67907554,8.667534,0.5055846,8.16161,1.3806229,19.560757,0.57573986,807.0747,0.28784916,1298.3193,0.21306632,-46.91705,-1.7702483,1787.5521,0.12942083,1056.6985,0.30299568,-47.93238,-1.5029435,2835.1042,0.08402991,866.29535,0.40014622,-51.40472,-1.3658185,-8.533403,-0.9148708,19.908842,0.42073122,0.08308911,0.30968386,-0.0113432035,-1.5345799,0.49760947,1.3179088,17.47724,0.62511516,-14.918587,-1.2278113,-9.831848,-1.8249682,-30.757473,-0.58681756,-7.6148586,16.10086,0.031152261,-9.424088e-05,0.12975495,3.1137185,1.9900498,0.39545456,0.39832857,0.09475,0.1265699,-18.978645
/kaggle/input/interspeech-2025/train/train_nilphamari_0003.wav,0 days,0 days 00:00:21.916000,37.122208,0.20710982,29.714823,37.201057,44.089584,14.374762,223.26178,196.88135,137.7202,279.64612,0.6564267,0.86607856,0.22372986,0.50643873,0.9333716,0.70964175,7.02931,5.061102,6.0086493,4.10382,0.21640797,1.3134129,13.501466,0.8200099,-4.5299363,-3.111743,9.806902,1.8291605,-10.039074,-1.8117757,0.025415178,1.7742627,1.0147443,0.69234806,6.8565903,0.6366848,6.3819284,1.8893021,17.153284,0.65358883,721.0468,0.35950056,1322.6863,0.21316771,-106.36755,-0.8954905,1740.5402,0.15046926,1051.7964,0.3294167,-96.55833,-0.9361874,2753.5806,0.09095305,937.2125,0.41144282,-98.70117,-0.893507,-6.7401414,-1.1581281,15.215109,0.52509123,0.04751022,0.7401064,-0.005611998,-3.2772865,0.28508598,1.1613871,17.64393,0.5917636,-7.437488,-2.1969295,4.2656083,4.581028,-17.861734,-0.9391429,-1.4609289,6.1657953,-0.00090436917,0.01320268,0.13251786,2.2831051,2.8846154,0.18031746,0.2871644,0.15810344,0.1861725,-23.602991
/kaggle/input/interspeech-2025/train/train_nilphamari_0012.wav,0 days,0 days 00:00:17.504000,38.73251,0.1686167,33.101818,39.114162,44.467155,11.365337,151.8375,203.78049,119.86417,233.60384,0.4198465,1.1298604,0.090110555,0.26262864,0.5700258,0.47991526,10.407657,8.46214,10.627501,9.5210285,0.18015173,1.9910656,17.068075,0.69333875,-5.8555756,-2.420399,-5.8893175,-2.9527576,-19.592827,-1.0029042,0.028947927,1.9074944,1.0845954,0.68876636,8.312338,0.52560586,7.323584,1.4109375,23.199514,0.5063998,737.70233,0.34364787,1336.3151,0.20642586,-72.54405,-1.2882735,1745.0283,0.1480804,1045.8267,0.3075161,-69.74797,-1.2090135,2832.8325,0.09438291,899.548,0.39897043,-73.82042,-1.1073681,-10.791916,-0.67207325,21.939116,0.4134527,0.07883639,0.29849815,-0.011461606,-1.5276464,0.24832366,1.6506625,21.74512,0.451638,-8.577438,-1.8408947,-8.202958,-2.3952286,-26.998415,-0.6875447,-1.9590636,10.137015,0.03771814,0.012941489,0.026013283,2.0011435,1.4908257,0.45846152,0.43373767,0.2075,0.29236463,-23.931877
/kaggle/input/interspeech-2025/train/train_nilphamari_0001.wav,0 days,0 days 00:00:18.716000,42.854927,0.19708018,35.629463,43.941635,49.703766,14.074303,195.73549,236.17883,122.18486,111.89838,0.5657767,1.4242399,0.10010175,0.21884492,0.7009391,0.60083735,10.69766,10.268149,11.159939,9.463728,0.24607451,1.9593192,9.263956,1.4199133,-2.2641518,-7.595221,-0.979246,-19.783573,-10.050716,-1.9085671,0.027603267,2.0112302,0.98815894,0.8183501,8.781439,0.6549524,4.145064,3.1501696,16.522736,0.98249745,805.3824,0.31514698,1204.3301,0.23330769,-123.84653,-0.74803454,1827.7717,0.15821528,1052.1586,0.32490122,-116.56266,-0.7664967,2839.744,0.10644847,969.5109,0.3140606,-117.96683,-0.73899853,-6.4550986,-1.4374895,19.590979,0.6110617,0.057564244,0.6538451,-0.004311293,-4.865326,0.45119098,1.3903462,12.270718,1.1953526,-8.502882,-2.3499546,-11.065228,-1.811193,-22.498676,-0.8202727,-4.2047844,13.146001,0.009340188,0.013115709,0.07399279,1.3903744,2.3592494,0.18363635,0.23979242,0.22928572,0.27803212,-20.097267
